1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,class
22.967970260453896,26.346070574249467,15.288746836140902,8.801224159778023,3.9013675346282617,1.8241714060863385,0.8952756652041477,0.7150831487371214,0.6986764444431158,0.5249866778874854,0.4035129215623085,0.5690392596106504,0.9701538371437213,0.7392330049765957,0.6872039790248777,0.6194422745999544,sand
19.520239677695116,16.730742089656506,9.423845886919302,6.98491619763218,2.882495747138151,1.6767149552860112,1.431876833159342,0.5872342285387472,0.6558583440021566,0.6286468196789314,0.506536551963201,0.6740582441557817,0.5616669227844326,0.7695624611541914,0.57546828401198,0.5623581370323492,sand
26.92348841332806,29.677310872376285,26.50025011182828,14.67061155606137,7.302315347804662,3.2787996339153462,1.0018170088628031,0.5816039304586179,0.9778163890989992,0.6657036525508593,0.5711945336960822,1.2248850630089663,0.8956159644676704,0.7202567833122714,0.8014563908119222,0.856179004459445,sand
24.231969383733347,16.157782168799216,8.619681728353854,5.290705798645746,2.214909508805065,1.0245781204731843,1.0358602835192943,0.991124350253055,0.8723067554961617,0.8349208826315188,0.7213713117488005,0.6807041751408011,0.5761159910636867,0.42317988862856587,0.5760328181309934,0.4399613976663025,sand
16.407739257171375,10.586212663447494,6.744347530704664,4.272746021621962,1.9014682503108054,1.145374607678312,0.7849217202633144,0.8327041306498998,0.6079009257221621,0.619075899565591,0.432786874164152,0.47017928008588467,0.5098526625902765,0.3540121922285222,0.5859696557722627,0.44019636891783753,sand
20.03057223658425,16.125929183380894,8.40052729171616,4.356920035159503,1.7652642965942076,1.064739783802599,0.94381120355397,0.4158898943647623,0.4422216642985477,0.7256369972713618,0.4599682351859458,0.26125249963184516,0.37606014124398723,0.5376609533890674,0.6847090492089942,0.4204233947545453,sand
19.649808079472177,10.311552942603864,3.810791474782682,4.1888956185985045,1.9524633619297265,0.9516924245742938,0.95211878373453,0.5817648106734972,0.46970155910916334,0.6251491298252677,0.273891179135378,0.5740105464443913,0.44281470765234043,0.43814835539433106,0.7771738244444693,0.8111595976571444,sand
26.0926804387944,21.591108637502856,20.800008591258074,9.150485676373366,3.8317588467983055,1.648976985101073,0.8909109931813826,0.9774771409473669,0.9651026194829683,0.9362046672103491,0.455612713882395,0.5726443499465118,0.5898009160963612,0.5414587666472386,0.7624415904098342,0.6935175884240496,sand
24.745926384266316,17.98165506341296,13.945876788046847,4.596242790537378,6.138401474361236,2.0507842310781728,2.9537315107719584,1.8628454427796042,1.870798414429995,1.0380695867963388,1.266157772969624,1.4793694612631638,1.5439818805926282,0.737014232498839,1.1076365109345956,0.6158636481977269,sand
25.105467433510487,19.091607817963116,14.670103697735883,4.374788280961411,6.682465756231047,1.8023825958779836,3.5988075437103375,2.195191734232665,2.196956712491876,0.9629735389244428,1.6224214706730284,1.7237674672139383,1.552349083906395,0.8361084503736846,1.0290623997814192,0.8122184075091868,sand
