1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,class
6491.09687416709,6991.513998075848,4109.102488342751,4500.084859334425,3862.230913770773,3418.909655742728,853.275689387439,2158.644502886881,1358.044253722374,909.5835580217122,886.0371160030818,865.7145615896948,398.30149754523563,348.586313163052,181.12113667350462,184.47189307180673,192.3228967612862,270.5048358365105,245.29968467720127,336.60535322296846,329.52953561668795,230.42875235549354,179.20582434180912,178.65495297953845,144.03227190154675,149.62055339276952,85.22842662275212,109.87791520592297,78.80567073652996,156.96397482253641,109.53292059175348,125.12311295678386,Sand
7209.627700005935,5570.655949872782,3800.032804447926,3851.072876261732,3089.068627639582,1962.1126477395312,1349.1752851776812,1699.9514012290256,1236.7387431017776,812.1905537153418,731.976124358479,665.7992186450356,291.34877574971784,394.6200227323857,278.4997435864787,296.71885367296767,246.64402552989165,342.834684699076,354.7790352012917,306.3815508873227,283.10066109771776,229.79214240469037,204.43619099602898,210.9218499692092,229.41560317888928,172.46463755940258,167.97306026446435,123.65697260971578,126.19233580227595,123.11830168962493,134.71941123380697,122.80725179625998,Sand
6148.268323469656,4908.821869674368,2016.792804007004,3101.354941378382,2168.919363982556,1004.3699568350654,914.7098465932188,1348.3048660146376,576.078647701338,731.8756002812974,540.6035959793829,361.0884146586312,287.99058421955584,341.9928183889098,205.56492862443994,228.52023980383007,186.60942079041556,224.79893577025115,144.36673893268696,198.5201561060516,221.1446969514442,121.47440548924223,158.67891936449402,149.37915707473843,116.09603142736445,140.37996620639774,100.8479950977429,74.4425372029651,89.7950516796574,99.95701682424473,106.17715994710724,104.17333507301365,Sand
6561.34830489321,5379.035628022612,1576.7934140079938,2880.341304296392,2206.3429948835646,1470.5882212749884,798.6296215774478,1189.3728286731362,911.9304749607337,499.20785829032036,695.4284032173728,486.83242145484706,302.05339083600325,369.0630818025685,231.84318714970766,176.45997697529344,173.56931927546987,244.0191771678685,223.06037981773812,206.40709926017564,191.32659567069473,201.90238648771242,120.9946560270716,128.5862277569025,125.58588258163651,123.53226954384164,117.2754409615857,110.4360937299932,97.38210896506799,148.24582505418522,162.16752025749437,109.3622090735072,Sand
6493.463399594626,5527.085885013011,3038.6404663480716,2480.2188407448725,1426.1899112972078,1205.780527745953,971.7823262374153,765.0680065369776,656.4042192303745,844.2036506145525,394.40607543970464,414.0029060888341,257.4158358310947,205.1291037828372,240.96540856521295,205.134943765826,243.7504727559518,273.2701549303978,353.7042359421746,288.9285279699849,212.98564851794447,187.75020659291854,200.7274245398529,141.62940760704004,123.85454863972498,110.69458329784875,143.2916143930659,130.68598657622914,131.74680320147655,183.87221103319112,160.37916327622986,76.90155632517703,Sand
6970.008933632159,5706.54716222064,6072.127653003929,2265.1595706738267,1253.7595957608469,1681.7688181938447,1346.143932406699,693.247068369376,628.4651896229982,928.2678967226743,356.1791670775518,336.9452153169711,371.8694839401823,275.74606882096225,227.68847790072732,241.8489719472332,307.69152514490236,284.4221929204604,322.58554120804047,307.5302179639222,207.46828267923533,196.91794918426686,153.67442704890294,138.628344179892,173.89801404015336,148.38568832606467,192.04088347988397,120.26643573318718,122.59426155537867,192.58973643366835,174.99925153299765,157.47372343275987,Sand
7051.471939434651,6398.262683733465,1796.4797667062824,3596.3966144459705,2834.6601935833396,1777.47612062019,1014.9810255259624,1477.9375131945583,824.7820425570682,957.9880292618402,741.2260641160698,426.8901310887804,305.3411481209826,385.9023382736344,250.80300613864978,228.60572409150726,246.01973477731892,249.81697548452223,240.42719332581194,296.82581654676255,292.59864862511944,195.02821247734744,187.01333831707325,237.53398592667713,158.04857033816376,168.4133882324606,130.28683027109778,155.169377080325,138.53783046067235,183.06238197226477,139.29502132635105,201.67397217352092,Sand
6361.791334532347,5398.882261204547,2213.450087307474,2709.812209353434,1748.0761241093455,995.1902529910739,1201.5729763999964,911.1301741990205,611.8011925607452,829.7875428149891,447.3255672169181,461.7504007103322,272.28850692943206,259.04701577952477,260.35512563203184,267.238396902108,277.20444025443993,322.3598638725632,325.40013369585046,317.19777606121954,259.69447087045114,178.02905979185277,210.2731987563664,201.8817378664657,241.18049504254037,126.36219657841143,196.23975873332816,157.75511003974592,119.43157097888471,233.0850134052404,206.20369375418835,112.35660756352335,Sand
6966.521042636705,5834.999275318614,3123.4081976723933,2911.820930592391,2667.8365563768198,1826.6273395082437,673.4513364569734,1177.9038189416171,960.3087687803774,581.1827327927804,552.9825473673388,514.6286248558237,215.65821302178594,306.7026866933225,237.14748599710285,240.12384296636912,232.12685412034642,331.8939197614343,350.46801820866534,365.15410782426846,341.18616467026084,183.12752754628355,146.9170466328145,239.55727279855978,193.24515486907063,178.37486843433086,125.97751743824111,104.07963330238714,149.88563653842,142.09223371057047,205.30710371523315,152.10574657812847,Sand
7261.3931641936015,5815.00316992269,1405.588234546382,1202.05454154527,1473.5190200639538,1156.6615857132742,675.5333591584782,950.0340556896973,883.4986611287584,459.1603526341885,400.5528500627094,411.2120206508248,345.3304073941304,423.59341657816094,304.9550936299628,254.88257100084346,265.3123730123371,206.10248616221517,318.3230580320916,229.8934523875867,157.7485202532494,174.82004139972054,198.84906861084954,182.43859716584055,131.9377551272847,161.08411707377454,163.57440191221087,159.98506380937516,107.6355837271176,155.42883576042072,191.66686339437368,110.29300354446502,Sand
4552.760925082119,2286.281131682177,878.6721104446982,706.1759467536667,604.5193301660697,256.1767815318088,530.1434034855827,677.0699735060163,428.72431471156654,223.53787463533865,156.43420314020005,268.98494896740243,123.84244667770858,137.6057421439821,175.64039895095988,167.66882743479593,138.73495286335054,138.66254193944872,187.93713561550143,106.82478918067704,142.70198109246712,116.18635454274995,182.625,118.56847325120238,128.4120125163378,86.30677479201734,99.04282138928596,118.72677173107839,122.43243911822348,90.5696999246083,110.59439791241405,85.96592711650355,Sand
6190.289126347286,1422.3321351132033,1337.9375963469859,691.9794931184625,402.584539598129,265.3012733195979,236.8190216672586,499.8731317926416,297.4075690798674,231.28892356122327,242.14487074421868,189.593998365741,127.37843445405052,126.7042510104578,162.08631669594627,191.01463876918203,166.42098526308965,139.6651685781564,125.38177636223695,107.45484579244132,115.95383745022669,131.69643939164604,80.88764715580707,89.5471432092258,131.14358688422158,111.75424670997896,97.17824984867933,112.67499843992677,108.61262847369473,74.05263647399734,95.9222017398532,109.49636765120839,Sand
4735.160338509825,1627.193594473775,2759.8029185710034,1516.1231410559021,407.9975178212973,1207.609147838352,716.1815841833951,565.544220697166,484.90653094178884,236.24734815289958,241.46722821585146,162.3116920871186,157.9818761547013,107.55294361918851,159.8871298357356,200.4634947613495,160.76868858091535,187.1049353596465,131.77864495846754,182.39969150450202,167.82495298301143,145.66295252996244,74.17937072075594,138.12624588486466,60.82508661818226,103.14747742727097,110.0925167468359,90.78456285639835,116.96315165561693,89.38919488182614,86.61354788510914,59.472825969585415,Sand
7862.757413092813,2191.441835885306,2528.172651443206,1363.1392189624057,917.2904264743336,928.9453108574072,632.7142496548569,996.3355311648888,607.2619950361083,558.7863101229838,397.6615181840375,325.6249444240296,177.11488105551322,234.3514726472475,230.60944857797458,308.74764517067575,274.7558557582304,229.7359509909896,225.66408724792143,213.14758961455814,236.63661322532064,183.81562391089068,149.58976270765856,118.49040292756835,124.2491116098616,112.05453035659691,100.2733763269194,130.7664602505736,139.68405315063652,131.59995013296927,127.00131873700171,142.02222193529258,Sand
5775.768544127231,2278.1444417358857,2065.211331247338,842.1349722719259,733.3008041287951,546.0469297145471,327.43757605219577,618.997967989395,542.5975920621295,384.43543097110273,284.8955019326988,224.52959452677808,180.8307428739908,172.02191288665404,214.42338193105246,265.18803293146277,179.0035009627845,127.33728798788427,122.12273474381661,195.59366512220558,149.94957465416448,205.90742723687407,107.69216308416362,115.41602314426494,121.97035432425527,158.10043329882856,140.7713951531325,85.5218356620109,128.94626651608607,99.27853882629606,88.48636983448002,66.01506055601891,Sand
5341.717994087383,1944.9917819048096,2086.033019114496,644.2587772077904,660.8120603019646,461.7135096466578,251.1718973561421,447.779250117664,358.20496617234016,302.9505425807982,221.10411401835074,167.01482832628776,121.13618787622299,130.2282586577404,176.8781344617915,191.09698740103153,208.01382385679887,132.7042316052412,123.90034442696717,119.62242743935761,97.53020365507292,144.52998901476943,76.23111918839211,106.5754983710015,91.58374193659797,127.1117211292393,100.96882133044525,109.5990871307893,116.0632822465393,108.31422404454132,80.09371608892668,109.15678650696594,Sand
5505.282874588357,1841.8247934489273,1178.4310591500182,655.3701214533281,601.3529399599187,557.8537379714776,554.57048039416,432.0506649683685,442.9587948065648,269.7873710645802,244.61900731593687,194.4765184050185,110.22409258386979,96.87735758219965,249.651724204816,197.58599526510562,190.50817997709072,177.36788588512684,166.0748885030744,186.47197801274157,148.50684872642185,137.8488605306891,135.81400910200455,92.12760203192279,97.08547699707717,64.14095044070909,97.7156216395431,82.10179667394523,91.27876760521772,76.4657420325589,78.22497977588425,89.993521563165,Sand
5784.955201767979,2063.2111742052084,1600.5522521051132,585.5611057727024,667.8466353564519,583.9195726483034,413.90640807849,600.9532969984771,483.4416286891411,385.5855074996336,255.80933420481082,191.55903580039586,231.29186645931668,216.99517957545595,176.48742596411083,185.40184249538513,163.9772248619835,141.69255890836328,145.37980107311535,120.92004451507344,182.2685175777759,104.70498804490823,84.43481928976986,109.52268600614212,110.11520040775407,88.23113621866999,80.99157068167264,100.69739122544027,67.30135293538751,104.00862878069225,112.20200876759905,66.0448308176679,Sand
7434.745733974042,7614.139082812456,6838.0622779083205,7494.532621177915,5719.519034138496,2675.5874230893205,1517.264587060687,1694.894908246526,1762.388136895037,1052.7972365276394,908.8132690737045,1175.2084538902939,591.3885202098004,529.7286234382149,714.7355423139228,596.830597170378,734.5712882205697,1391.8560954282807,1076.8520995642518,693.9091057962372,401.11877166486937,373.23933803203255,416.9317615030066,320.83728200356876,402.25795201703284,393.9237996883883,326.4739469499969,553.6236703718475,314.0256483937595,460.1291744474962,459.90939891722405,313.40484898168756,Sand
6664.66539416362,6105.500509789236,6341.122019928228,7161.7992137768415,3885.653210348776,2748.0075791877716,1675.131371874191,1377.978035119209,1749.428683527854,1200.4661688114902,1274.599815964577,506.09661256522946,414.2520196436085,567.496255010272,575.3797344416575,767.3541452395423,649.7878867680802,991.0129597852907,978.1604875438845,843.7846276169852,372.04820414959335,450.3744272889607,360.099185758569,237.09225779956648,332.04872297774665,328.11959063621504,247.92269073946437,175.00481560757078,392.17626905918667,266.1233688741699,319.9831224759106,546.2002864047696,Sand
7752.679990361977,7221.226690457655,1660.2967919188002,2947.391345106879,2366.9385408997177,1802.5287655464915,1073.1401834203602,1054.4141950285639,1056.7843112505839,1007.2475853439175,631.0106929108817,701.624070064133,428.5683333439544,439.6646424295845,484.20096060568164,548.0049574133517,422.8324343248633,771.1996373282565,595.4039889816114,238.32287546257493,339.739713871005,202.39138616393578,324.83934120610274,220.21759688550628,269.5456228051895,194.62257755170927,251.9893708182373,216.86044113146679,184.27486422715796,128.37846285152776,193.64617792283195,243.74518812858614,Sand
6920.132007411419,7101.931871857121,7370.292133043561,7391.8340849937695,5118.874930938804,3329.5208387431667,2678.296337457869,1514.314213386784,1590.1630130143842,737.7443621583864,749.093218392283,922.5952864067755,657.1049516016705,1047.2330925569934,658.8359050293626,640.5627300147772,1089.327963717365,900.0373093056141,731.1967527021092,598.6305756993285,540.7200546403235,612.1019253595014,263.85717562889846,332.2036338354776,361.63791044563396,395.11403491389353,293.3803258996758,238.80499203063155,308.6490879971693,251.84013212440448,354.5505462465824,464.64394865685864,Sand
7286.897975872779,7635.9844479929525,4125.266157606531,3598.155999008476,2393.959390115763,2320.887859102376,1589.1638538343036,1109.2084241137911,1160.9866733098306,542.465500088827,1073.4470868158148,655.2566855626957,373.1898648569299,338.31139868178747,328.24407363271615,330.58392782681125,463.2859538125455,696.2925522352941,585.0572279366673,336.7338387534301,308.840921582212,314.4382636239734,166.59419770503527,174.23073599464124,206.13149871667744,281.0633233558585,183.6788021077827,163.852374367714,183.77380532447353,175.71655041944283,245.9354426335484,306.4990105916369,Sand
